job,marital,education,contact,duration,campaign,age,ConsumerPriceeIndex,ConsumerConfidenceIndex,y
services,married,high.school,telephone,276,1,31,93.994,-36.4,no
self-employed,divorced,university.degree,telephone,87,1,43,93.994,-36.4,no
self-employed,married,basic.9y,telephone,744,1,43,93.994,-36.4,no
self-employed,single,university.degree,telephone,262,1,30,93.994,-36.4,no
services,single,professional.course,telephone,271,1,27,93.994,-36.4,no
services,married,unknown,telephone,141,1,51,93.994,-36.4,no
technician,married,professional.course,telephone,198,2,37,93.994,-36.4,no
housemaid,married,basic.9y,telephone,150,1,46,93.994,-36.4,no
blue-collar,married,professional.course,telephone,241,1,35,93.994,-36.4,no
admin.,divorced,university.degree,telephone,196,1,47,93.994,-36.4,no
management,married,unknown,telephone,149,1,46,93.994,-36.4,no
technician,married,professional.course,telephone,264,1,40,93.994,-36.4,no
housemaid,married,university.degree,telephone,246,1,26,93.994,-36.4,no
blue-collar,divorced,basic.9y,telephone,309,2,32,93.994,-36.4,no
management,married,university.degree,telephone,140,1,45,93.994,-36.4,no
admin.,married,basic.9y,telephone,175,1,34,93.994,-36.4,no
blue-collar,married,unknown,telephone,136,1,47,93.994,-36.4,no
technician,married,professional.course,telephone,1623,1,42,93.994,-36.4,yes
technician,married,basic.4y,telephone,50,1,57,93.994,-36.4,no
technician,married,basic.4y,telephone,101,1,57,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,144,1,38,93.994,-36.4,no
technician,married,basic.4y,telephone,238,1,57,93.994,-36.4,no
student,single,basic.9y,telephone,354,1,28,93.994,-36.4,no
management,married,university.degree,telephone,451,2,60,93.994,-36.4,no
admin.,married,university.degree,telephone,159,1,48,93.994,-36.4,no
technician,married,professional.course,telephone,170,1,47,93.994,-36.4,no
admin.,married,high.school,telephone,243,1,40,93.994,-36.4,no
management,married,professional.course,telephone,141,2,51,93.994,-36.4,no
unemployed,single,basic.4y,telephone,112,1,48,93.994,-36.4,no
housemaid,married,basic.4y,telephone,262,2,54,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,53,1,40,93.994,-36.4,no
admin.,single,basic.9y,telephone,134,1,44,93.994,-36.4,no
technician,divorced,high.school,telephone,204,4,42,93.994,-36.4,no
self-employed,married,university.degree,telephone,678,1,52,93.994,-36.4,no
blue-collar,single,basic.9y,telephone,182,1,31,93.994,-36.4,no
services,married,high.school,telephone,162,1,32,93.994,-36.4,no
admin.,married,high.school,telephone,177,1,44,93.994,-36.4,no
management,married,basic.6y,telephone,27,1,39,93.994,-36.4,no
management,married,professional.course,telephone,699,3,57,93.994,-36.4,no
admin.,married,basic.4y,telephone,358,1,52,93.994,-36.4,no
management,married,university.degree,telephone,1677,1,42,93.994,-36.4,yes
technician,single,professional.course,telephone,529,1,42,93.994,-36.4,no
management,married,professional.course,telephone,310,1,43,93.994,-36.4,no
admin.,divorced,high.school,telephone,47,1,31,93.994,-36.4,no
admin.,married,university.degree,telephone,379,1,29,93.994,-36.4,no
blue-collar,divorced,basic.4y,telephone,30,2,57,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,472,1,44,93.994,-36.4,no
unknown,married,unknown,telephone,113,1,59,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,114,1,39,93.994,-36.4,no
retired,married,university.degree,telephone,116,1,57,93.994,-36.4,no
management,married,unknown,telephone,448,1,41,93.994,-36.4,no
technician,single,high.school,telephone,264,1,37,93.994,-36.4,no
services,married,high.school,telephone,169,1,38,93.994,-36.4,no
retired,married,basic.4y,telephone,145,1,42,93.994,-36.4,no
unknown,married,unknown,telephone,288,1,49,93.994,-36.4,no
management,married,basic.6y,telephone,381,1,54,93.994,-36.4,no
admin.,married,university.degree,telephone,176,2,36,93.994,-36.4,no
admin.,single,university.degree,telephone,215,1,32,93.994,-36.4,no
technician,married,professional.course,telephone,278,1,35,93.994,-36.4,no
housemaid,married,professional.course,telephone,188,2,45,93.994,-36.4,no
technician,married,unknown,telephone,174,2,56,93.994,-36.4,no
technician,married,university.degree,telephone,226,2,34,93.994,-36.4,no
unemployed,married,basic.9y,telephone,111,2,41,93.994,-36.4,no
services,married,basic.9y,telephone,157,2,41,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,46,1,36,93.994,-36.4,no
admin.,single,university.degree,telephone,49,1,32,93.994,-36.4,no
services,married,high.school,telephone,374,1,31,93.994,-36.4,no
technician,married,professional.course,telephone,349,1,38,93.994,-36.4,no
admin.,divorced,university.degree,telephone,325,1,35,93.994,-36.4,no
admin.,married,professional.course,telephone,233,2,53,93.994,-36.4,no
admin.,married,basic.6y,telephone,531,1,51,93.994,-36.4,no
entrepreneur,married,university.degree,telephone,153,1,56,93.994,-36.4,no
admin.,married,basic.9y,telephone,80,1,33,93.994,-36.4,no
admin.,married,basic.9y,telephone,198,1,33,93.994,-36.4,no
services,divorced,high.school,telephone,568,1,51,93.994,-36.4,no
services,married,high.school,telephone,918,1,39,93.994,-36.4,yes
entrepreneur,married,university.degree,telephone,82,1,45,93.994,-36.4,no
technician,single,university.degree,telephone,198,3,40,93.994,-36.4,no
unknown,single,unknown,telephone,211,1,60,93.994,-36.4,no
technician,married,university.degree,telephone,120,1,33,93.994,-36.4,no
blue-collar,married,high.school,telephone,269,1,47,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,128,1,48,93.994,-36.4,no
entrepreneur,married,high.school,telephone,166,2,43,93.994,-36.4,no
management,married,university.degree,telephone,211,1,37,93.994,-36.4,no
services,married,basic.9y,telephone,369,1,50,93.994,-36.4,no
entrepreneur,married,high.school,telephone,91,1,59,93.994,-36.4,no
technician,married,unknown,telephone,267,2,32,93.994,-36.4,no
housemaid,single,basic.4y,telephone,198,1,42,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,371,2,52,93.994,-36.4,no
blue-collar,married,unknown,telephone,288,2,42,93.994,-36.4,no
admin.,married,unknown,telephone,221,1,42,93.994,-36.4,no
management,married,basic.9y,telephone,427,1,40,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,310,1,38,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,158,1,39,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,198,1,39,93.994,-36.4,no
admin.,married,high.school,telephone,145,1,38,93.994,-36.4,no
admin.,single,unknown,telephone,247,1,47,93.994,-36.4,no
services,single,high.school,telephone,102,1,30,93.994,-36.4,no
admin.,divorced,high.school,telephone,179,2,38,93.994,-36.4,no
technician,divorced,university.degree,telephone,73,1,39,93.994,-36.4,no
admin.,married,high.school,telephone,263,2,44,93.994,-36.4,no
admin.,married,high.school,telephone,342,2,36,93.994,-36.4,no
services,married,high.school,telephone,41,1,41,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,13,1,41,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,79,2,35,93.994,-36.4,no
technician,married,high.school,telephone,358,1,41,93.994,-36.4,no
services,married,high.school,telephone,162,1,36,93.994,-36.4,no
admin.,single,high.school,telephone,150,1,35,93.994,-36.4,no
blue-collar,single,basic.4y,telephone,26,1,33,93.994,-36.4,no
admin.,single,basic.6y,telephone,250,1,38,93.994,-36.4,no
self-employed,married,university.degree,telephone,792,1,33,93.994,-36.4,no
self-employed,married,unknown,telephone,146,1,55,93.994,-36.4,no
blue-collar,single,basic.9y,telephone,440,1,36,93.994,-36.4,no
technician,married,professional.course,telephone,289,1,57,93.994,-36.4,no
entrepreneur,single,university.degree,telephone,242,2,32,93.994,-36.4,no
self-employed,single,high.school,telephone,123,1,30,93.994,-36.4,no
admin.,married,professional.course,telephone,161,2,43,93.994,-36.4,no
admin.,married,university.degree,telephone,268,2,46,93.994,-36.4,no
admin.,divorced,high.school,telephone,259,2,35,93.994,-36.4,no
admin.,single,university.degree,telephone,26,1,34,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,153,1,50,93.994,-36.4,no
admin.,single,university.degree,telephone,424,2,39,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,375,1,39,93.994,-36.4,no
entrepreneur,married,basic.6y,telephone,179,2,42,93.994,-36.4,no
retired,married,university.degree,telephone,383,1,57,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,440,1,45,93.994,-36.4,no
technician,married,basic.4y,telephone,195,1,40,93.994,-36.4,no
blue-collar,married,high.school,telephone,1297,3,42,93.994,-36.4,yes
technician,married,basic.4y,telephone,217,1,40,93.994,-36.4,no
blue-collar,single,basic.4y,telephone,87,1,38,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,427,1,39,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,189,1,41,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,502,1,39,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,260,1,41,93.994,-36.4,no
admin.,married,university.degree,telephone,209,1,45,93.994,-36.4,no
admin.,divorced,university.degree,telephone,179,1,35,93.994,-36.4,no
admin.,married,basic.6y,telephone,179,1,35,93.994,-36.4,no
blue-collar,married,high.school,telephone,69,1,49,93.994,-36.4,no
technician,married,unknown,telephone,105,2,36,93.994,-36.4,no
admin.,single,university.degree,telephone,266,3,23,93.994,-36.4,no
unemployed,married,university.degree,telephone,87,2,43,93.994,-36.4,no
entrepreneur,married,professional.course,telephone,524,2,49,93.994,-36.4,no
technician,married,professional.course,telephone,155,2,36,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,162,2,51,93.994,-36.4,no
retired,married,basic.4y,telephone,316,4,56,93.994,-36.4,no
housemaid,married,high.school,telephone,352,2,45,93.994,-36.4,no
admin.,married,high.school,telephone,695,3,42,93.994,-36.4,no
admin.,divorced,high.school,telephone,76,4,41,93.994,-36.4,no
services,married,high.school,telephone,535,2,32,93.994,-36.4,no
management,married,university.degree,telephone,310,2,46,93.994,-36.4,no
blue-collar,married,unknown,telephone,390,3,37,93.994,-36.4,no
management,married,university.degree,telephone,369,1,53,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,112,2,30,93.994,-36.4,no
unknown,married,unknown,telephone,79,1,45,93.994,-36.4,no
technician,single,professional.course,telephone,140,2,24,93.994,-36.4,no
unknown,married,unknown,telephone,315,1,45,93.994,-36.4,no
admin.,single,university.degree,telephone,262,2,34,93.994,-36.4,no
management,married,university.degree,telephone,174,2,41,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,424,2,59,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,135,1,45,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,36,5,54,93.994,-36.4,no
technician,married,professional.course,telephone,1906,3,32,93.994,-36.4,no
technician,married,professional.course,telephone,219,2,33,93.994,-36.4,no
admin.,married,university.degree,telephone,135,1,32,93.994,-36.4,no
services,single,high.school,telephone,147,2,34,93.994,-36.4,no
management,married,university.degree,telephone,407,2,46,93.994,-36.4,no
technician,married,professional.course,telephone,402,4,57,93.994,-36.4,no
technician,married,basic.9y,telephone,209,1,42,93.994,-36.4,no
admin.,married,professional.course,telephone,92,2,48,93.994,-36.4,no
admin.,divorced,university.degree,telephone,208,1,58,93.994,-36.4,no
services,married,high.school,telephone,193,1,34,93.994,-36.4,no
admin.,single,university.degree,telephone,65,1,32,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,284,2,48,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,285,1,47,93.994,-36.4,no
services,married,high.school,telephone,231,1,31,93.994,-36.4,no
admin.,single,university.degree,telephone,278,1,32,93.994,-36.4,no
admin.,single,university.degree,telephone,389,1,32,93.994,-36.4,no
services,married,high.school,telephone,158,1,36,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,78,2,53,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,258,5,37,93.994,-36.4,no
services,married,high.school,telephone,87,1,50,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,147,2,46,93.994,-36.4,no
admin.,married,high.school,telephone,635,1,41,93.994,-36.4,no
blue-collar,single,basic.4y,telephone,289,1,43,93.994,-36.4,no
management,married,university.degree,telephone,170,3,51,93.994,-36.4,no
admin.,married,university.degree,telephone,802,1,38,93.994,-36.4,no
technician,married,basic.6y,telephone,381,2,41,93.994,-36.4,no
services,married,high.school,telephone,218,4,39,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,57,2,52,93.994,-36.4,no
technician,married,professional.course,telephone,304,2,37,93.994,-36.4,no
admin.,married,basic.9y,telephone,241,3,41,93.994,-36.4,no
admin.,divorced,university.degree,telephone,230,1,46,93.994,-36.4,no
technician,married,professional.course,telephone,79,4,47,93.994,-36.4,no
technician,married,professional.course,telephone,262,3,35,93.994,-36.4,no
services,married,high.school,telephone,392,2,38,93.994,-36.4,no
blue-collar,single,unknown,telephone,201,2,30,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,145,1,46,93.994,-36.4,no
technician,married,professional.course,telephone,252,1,30,93.994,-36.4,no
services,single,basic.4y,telephone,329,1,35,93.994,-36.4,no
admin.,married,unknown,telephone,328,2,58,93.994,-36.4,no
technician,married,professional.course,telephone,191,2,40,93.994,-36.4,no
technician,married,university.degree,telephone,116,2,34,93.994,-36.4,no
admin.,single,university.degree,telephone,246,1,30,93.994,-36.4,no
services,married,basic.6y,telephone,532,2,38,93.994,-36.4,no
management,single,basic.4y,telephone,293,1,55,93.994,-36.4,no
management,married,university.degree,telephone,416,3,55,93.994,-36.4,no
technician,single,professional.course,telephone,37,2,45,93.994,-36.4,no
admin.,married,university.degree,telephone,132,2,36,93.994,-36.4,no
admin.,single,university.degree,telephone,530,2,32,93.994,-36.4,no
technician,married,unknown,telephone,175,3,35,93.994,-36.4,no
management,divorced,university.degree,telephone,90,5,55,93.994,-36.4,no
housemaid,married,basic.4y,telephone,524,2,49,93.994,-36.4,no
admin.,married,high.school,telephone,29,3,29,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,311,2,34,93.994,-36.4,no
retired,married,high.school,telephone,412,1,54,93.994,-36.4,no
technician,single,professional.course,telephone,211,2,36,93.994,-36.4,no
management,single,university.degree,telephone,312,3,30,93.994,-36.4,no
housemaid,divorced,university.degree,telephone,392,1,33,93.994,-36.4,no
blue-collar,married,high.school,telephone,191,1,37,93.994,-36.4,no
technician,married,basic.9y,telephone,284,2,36,93.994,-36.4,no
blue-collar,married,high.school,telephone,328,1,33,93.994,-36.4,no
housemaid,married,high.school,telephone,100,1,32,93.994,-36.4,no
housemaid,married,high.school,telephone,226,1,32,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,507,1,50,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,333,2,39,93.994,-36.4,no
blue-collar,divorced,unknown,telephone,128,2,51,93.994,-36.4,no
services,married,high.school,telephone,322,2,33,93.994,-36.4,no
services,married,basic.4y,telephone,202,4,33,93.994,-36.4,no
management,married,university.degree,telephone,92,2,56,93.994,-36.4,no
management,divorced,university.degree,telephone,205,2,39,93.994,-36.4,no
self-employed,single,university.degree,telephone,739,3,33,93.994,-36.4,no
retired,divorced,basic.4y,telephone,273,2,59,93.994,-36.4,no
admin.,single,unknown,telephone,339,3,42,93.994,-36.4,no
services,married,high.school,telephone,262,1,43,93.994,-36.4,no
admin.,married,university.degree,telephone,308,3,35,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,467,2,46,93.994,-36.4,no
technician,married,basic.9y,telephone,245,2,27,93.994,-36.4,no
admin.,divorced,university.degree,telephone,160,3,47,93.994,-36.4,no
admin.,single,university.degree,telephone,189,2,31,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,477,1,32,93.994,-36.4,no
admin.,married,high.school,telephone,65,3,54,93.994,-36.4,no
management,married,university.degree,telephone,191,1,56,93.994,-36.4,no
services,single,high.school,telephone,196,2,48,93.994,-36.4,no
admin.,married,high.school,telephone,221,2,44,93.994,-36.4,no
admin.,married,high.school,telephone,197,2,46,93.994,-36.4,no
services,married,high.school,telephone,178,2,45,93.994,-36.4,no
